data_iniSE,umidmin,umidmed,umidmax,tempmin,tempmed,tempmax,casos,"PRECIPITA TOTAL, HORARIO (mm)"
2023-03-19,49.5053060769231,78.3342580769231,95.7896296153846,18.6153846153846,22.5512818461538,28.4615384615385,70,20.6
2023-03-12,89.5288286363636,91.6723295454545,94.1677286363636,20.2727272727273,20.6590909090909,20.9545454545455,39,99.0
2023-03-05,85.8502327619048,88.5151758095238,90.9303171428571,20.5714285714286,20.9761905714286,21.4285714285714,54,32.0
2023-02-26,85.4188030434783,85.8296286956522,86.2499986956522,22.0869565217391,22.268115826087,22.5652173913043,29,25.4
2023-02-19,63.334366,86.4889566923077,99.3047511538462,18.7307692307692,21.7951504615385,26.6538461538462,21,65.0
2023-02-12,85.1661911764706,86.6958917647059,88.2447072352941,21.8823529411765,22.2156863529412,22.5882352941176,16,121.4
2023-02-05,94.1583214285714,94.5855528571429,95.0127842857143,20.8571428571429,20.9285714285714,21.0,25,56.400000000000006
2023-01-29,77.4193122857143,85.9522194285714,91.0846917142857,21.4285714285714,22.2738094285714,23.8571428571429,21,103.8
2023-01-22,80.7487121428571,81.0224321428571,81.2961521428571,21.7142857142857,21.7857142857143,21.8571428571429,25,41.2
2023-01-15,88.5952594285714,88.5952594285714,88.5952594285714,22.1428571428571,22.1428571428571,22.1428571428571,20,31.6
2023-01-08,69.7495171428571,84.7196308571429,94.3624451428571,19.5714285714286,21.6309522857143,24.7142857142857,9,58.6
2023-01-01,67.9771492857143,84.7314157142857,97.4935971428571,17.8571428571429,20.2440477142857,23.4285714285714,11,78.2
2022-12-25,78.1657876666667,89.80408,100.0,18.6666666666667,20.527778,23.0,2,71.2
2022-12-18,65.253974,78.7949475,88.18554,18.0,19.854167,23.0,2,9.8
2022-12-11,61.0439386666667,80.3487966666667,96.0010216666667,17.3333333333333,20.8781566666667,25.8333333333333,0,55.2
2022-12-04,55.328193,80.2759438571429,98.2330542857143,18.0,22.3966451428571,27.7142857142857,0,89.4
2022-11-27,59.016608,85.5919057142857,100.0,17.7142857142857,20.7226188571429,26.2857142857143,1,102.2
2022-11-20,62.4118837142857,84.1473314285714,99.1132242857143,16.1428571428571,19.2519835714286,23.8571428571429,0,95.4
2022-11-13,53.4215605714286,73.6300385714286,88.31887,17.8571428571429,20.4428571428571,25.0,1,8.2
2022-11-06,53.8279281428571,79.9286987142857,95.5690157142857,13.7142857142857,17.608225,23.1428571428571,7,29.4
2022-10-30,62.7958451428571,80.0313054285714,98.211892,13.7142857142857,17.0786341428571,20.7142857142857,4,51.0
2022-10-23,49.247917,76.1492842857143,97.3329214285714,16.2857142857143,20.8837304285714,27.2857142857143,8,2.2
2022-10-16,53.8379927142857,79.6410021428571,96.5888928571429,17.4285714285714,20.4842134285714,25.5714285714286,6,12.0
2022-10-09,62.2818174285714,87.4698857142857,98.2591877142857,17.1428571428571,19.8066771428571,25.4285714285714,7,19.4
2022-10-02,58.3320092857143,80.5302642857143,98.2330542857143,15.5714285714286,18.7765151428571,23.4285714285714,7,12.0
2022-09-25,77.233487,90.4690714285714,98.27523,14.0,15.7554944285714,18.8571428571429,6,100.4
2022-09-18,54.3010842857143,80.1743787142857,96.3778242857143,12.1428571428571,15.7002165714286,20.8571428571429,7,21.0
2022-09-11,77.4007047142857,90.1127565714286,100.0,13.5714285714286,14.7936505714286,16.5714285714286,6,9.8
2022-09-04,44.8128845714286,73.8530071428571,91.3412837142857,13.5714285714286,17.875,25.1428571428571,3,0.6000000000000001
2022-08-28,57.4881458571429,80.3560257142857,95.4486214285714,10.7142857142857,14.0913798571429,19.1428571428571,4,0.0
2022-08-21,49.1121288571429,75.6348818571429,91.9735342857143,13.5714285714286,16.7944138571429,21.7142857142857,8,0.0
2022-08-14,49.5372775714286,70.8119067142857,87.4127851428571,12.4285714285714,16.3014068571429,21.7142857142857,4,6.6000000000000005
2022-08-07,57.0141755714286,83.3822514285714,98.2127914285714,13.2857142857143,16.0076528571429,20.1428571428571,3,1.0
2022-07-31,60.0067572857143,79.8626802857143,95.6267848571429,11.5714285714286,15.2916667142857,20.1428571428571,6,19.8
2022-07-24,45.5872324285714,73.092707,94.0953862857143,12.2857142857143,17.1773918571429,23.4285714285714,10,8.4
2022-07-17,49.9475435714286,76.6939872857143,97.2849505714286,14.4285714285714,18.4503965714286,24.2857142857143,5,0.0
2022-07-10,53.4366652857143,77.8517798571429,94.8981785714286,14.2857142857143,17.7156864285714,22.7142857142857,10,0.0
2022-07-03,43.3356452857143,74.4595045714286,99.1065457142857,11.4285714285714,17.1709957142857,24.0,10,0.6000000000000001
2022-06-26,54.8308625714286,84.8924977142857,100.0,12.1428571428571,15.9267295714286,21.8571428571429,13,1.6
2022-06-19,53.0172445714286,79.8523005714286,98.2130157142857,13.0,17.4226191428571,23.1428571428571,10,0.0
2022-06-12,44.7927224285714,77.6022721428571,96.3741485714286,9.71428571428571,14.3338508571429,20.7142857142857,10,1.0
2022-06-05,77.0320127142857,90.5583005714286,99.1132242857143,14.4285714285714,16.4743198571429,19.5714285714286,23,29.2
2022-05-29,67.646896,84.2533685714286,98.2370428571429,15.2857142857143,17.8732997142857,21.8571428571429,19,30.4
2022-05-22,38.8276431428571,73.3382177142857,97.258082,10.7142857142857,16.358225,23.8571428571429,25,0.6000000000000001
2022-05-15,49.9827784285714,75.171924,94.0539565714286,10.7142857142857,14.2718252857143,18.7142857142857,18,8.8
2022-05-08,61.9082402857143,84.0265628571429,96.4593577142857,15.2857142857143,18.0032048571429,22.4285714285714,59,4.2
2022-05-01,61.4567874285714,82.3492405714286,97.3462785714286,16.0,18.9960944285714,23.2857142857143,48,9.4
2022-04-24,53.1267392857143,78.821835,98.2591877142857,17.2857142857143,21.100108,26.5714285714286,39,2.6
2022-04-17,48.2556402857143,75.80701,96.5074614285714,14.5714285714286,19.1059522857143,25.0,31,1.0
2022-04-10,56.043362,80.9647714285714,98.2590457142857,17.4285714285714,20.3784015714286,24.5714285714286,22,14.2
2022-04-03,61.5108154285714,84.295943,98.2591877142857,18.5714285714286,21.3940477142857,26.1428571428571,9,1.6
2022-03-27,65.0081565714286,84.3980685714286,99.1392157142857,19.1428571428571,21.5448561428571,25.7142857142857,15,25.0
2022-03-20,51.7792282857143,78.108937,94.8251711428571,18.0,21.885204,27.4285714285714,14,9.6
2022-03-13,69.3128591428571,88.5223578571429,99.1517885714286,20.8571428571429,23.0158385714286,27.2857142857143,15,121.8
2022-03-06,47.3921207142857,77.8845891428571,98.2910742857143,19.8571428571429,23.9989648571429,30.5714285714286,6,50.400000000000006
2022-02-27,43.2109777142857,77.5698657142857,98.2847528571429,19.8571428571429,24.0869045714286,31.0,8,30.0
2022-02-20,41.5287668571429,78.5540714285714,98.2847528571429,18.4285714285714,23.2994305714286,31.0,2,6.6000000000000005
2022-02-13,46.4635924285714,78.3882192857143,96.742618,18.4285714285714,22.1388887142857,28.4285714285714,6,6.6
2022-02-06,64.4122967142857,81.42858,95.8057871428571,18.5714285714286,21.3630951428571,24.8571428571429,5,5.0
2022-01-30,70.1213747142857,86.895772,100.0,20.0,22.3670747142857,25.7142857142857,1,92.8
2022-01-23,57.2191918571429,80.68826,95.0689414285714,21.1428571428571,23.9130951428571,29.0,2,90.0
2022-01-16,49.5835917142857,78.5579935714286,96.5694357142857,18.7142857142857,23.2839181428571,29.7142857142857,2,58.6
2022-01-09,67.4184867142857,87.2885284285714,100.0,18.7142857142857,21.4285711428571,25.8571428571429,3,77.0
2022-01-02,69.7264057142857,88.3009127142857,98.29719,19.7142857142857,21.7968422857143,25.7142857142857,1,60.0
2021-12-26,60.4921021428571,82.6453608571429,98.27204,17.7142857142857,21.0618525714286,26.2857142857143,0,44.8
2021-12-19,51.9288585714286,75.744529,94.7610834285714,16.7142857142857,20.8887157142857,26.1428571428571,3,4.4
2021-12-12,60.700684,84.2291161428571,98.34806,19.2857142857143,22.6669254285714,28.0,0,47.6
2021-12-05,51.1632031428571,75.9979732857143,93.9534011428571,15.4285714285714,19.4697202857143,24.8571428571429,6,0.0
2021-11-28,50.1343898571429,76.7436725714286,94.8557454285714,18.0,22.1257867142857,28.4285714285714,4,0.0
2021-11-21,42.0677128571429,71.1746641428571,89.9607462857143,16.5714285714286,21.156244,27.7142857142857,1,0.0
2021-11-14,49.7942788571429,74.914376,93.1121514285714,16.4285714285714,20.3544374285714,26.0,1,0.0
2021-11-07,60.2268458571429,78.4124865714286,91.287392,15.2857142857143,18.2544231428571,22.5714285714286,3,0.0
2021-10-31,53.2929427142857,79.4312061428571,96.47903,16.4285714285714,20.005804,25.1428571428571,2,0.0
2021-10-24,64.0243772857143,85.0937934285714,95.684632,16.5714285714286,19.4152314285714,24.5714285714286,1,0.0
2021-10-17,63.8959081428571,83.4063128571429,97.3328457142857,14.0,17.0240684285714,21.4285714285714,4,0.0
2021-10-10,59.6067772857143,83.0624022857143,97.3660234285714,16.1428571428571,19.6657962857143,25.2857142857143,2,0.0
2021-10-03,63.4500135714286,85.0517965714286,97.4015934285714,16.2857142857143,18.6726191428571,24.1428571428571,2,0.0
2021-09-26,46.982094,72.62092,93.9330657142857,15.5714285714286,20.339286,27.0,1,0.0
2021-09-19,45.3514812857143,75.7700408571429,93.018752,14.5714285714286,18.9536747142857,26.7142857142857,2,0.0
2021-09-12,45.6559237142857,74.0513035714286,92.4782688571429,17.1428571428571,21.4428057142857,28.2857142857143,0,0.0
2021-09-05,42.0064725714286,75.3472791428571,94.8778191428571,17.1428571428571,21.0254802857143,28.5714285714286,3,0.0
2021-08-29,41.751294,75.4426388571429,95.51922,14.1428571428571,18.5915442857143,25.7142857142857,1,0.0
2021-08-22,37.4120004285714,60.3091815714286,79.9892015714286,14.7142857142857,20.2670335714286,27.2857142857143,3,0.0
2021-08-15,32.6068958571429,67.5072922857143,95.5300157142857,13.0,19.4723082857143,28.0,6,0.0
2021-08-08,53.2770661428571,77.2173944285714,97.2786505714286,12.2857142857143,16.1673724285714,21.2857142857143,2,0.0
2021-08-01,50.0080677142857,81.7604791428572,99.0860528571429,10.8571428571429,14.4330885714286,20.1428571428571,2,0.0
2021-07-25,42.0139208571429,69.6867314285714,90.4818621428571,7.0,13.3011011428571,20.8571428571429,2,0.0
2021-07-18,28.6730681428571,69.992716,99.0124728571429,7.42857142857143,13.7370598571429,21.8571428571429,2,0.0
2021-07-11,38.2560572857143,70.8052808571429,98.1790142857143,10.5714285714286,16.8884577142857,24.7142857142857,2,0.0
2021-07-04,46.5223062857143,79.5269248571429,99.0929614285714,11.1428571428571,15.5031057142857,21.2857142857143,3,0.0
2021-06-27,47.8945118571429,77.0367692857143,97.3231328571429,9.14285714285714,14.0890977142857,20.7142857142857,4,0.0
2021-06-20,57.7789838571429,82.5876957142857,100.0,13.1428571428571,16.8524841428571,22.1428571428571,5,0.0
2021-06-13,61.8756251428571,83.1112714285714,97.3691828571429,12.8571428571429,15.3646478571429,19.1428571428571,6,0.0
2021-06-06,67.1619465714286,87.336502,99.1328242857143,15.1428571428571,17.886905,21.1428571428571,7,0.0
2021-05-30,49.0203432857143,82.7645192857143,100.0,14.7142857142857,18.5119051428571,24.8571428571429,9,0.0
2021-05-23,37.2656954285714,70.4421285714286,94.2220992857143,12.4285714285714,18.2149862857143,25.1428571428571,7,0.0
2021-05-16,45.6645354285714,79.0120292857143,98.2263757142857,13.1428571428571,17.2797622857143,23.4285714285714,7,0.0
2021-05-09,55.5879108571429,83.8202121428571,98.21977,13.7142857142857,17.0833332857143,22.1428571428571,18,0.0
2021-05-02,44.9187147142857,79.541335,99.1132242857143,14.1428571428571,18.3928568571429,24.8571428571429,19,0.0
2021-04-25,51.1548161428571,80.7318671428571,99.0997914285714,15.2857142857143,18.7644928571429,23.8571428571429,20,0.0
2021-04-18,61.5605525714286,86.1348562857143,99.1132242857143,15.1428571428571,17.9214517142857,22.1428571428571,23,0.0
2021-04-11,52.081673,75.7471614285714,95.6701585714286,15.7142857142857,19.7102135714286,24.8571428571429,16,0.0
2021-04-04,50.2639075714286,77.3330815714286,97.3660234285714,16.4285714285714,20.2285717142857,25.4285714285714,32,0.0
2021-03-28,46.5915082857143,77.2698694285714,98.2719005714286,17.0,21.1600491428571,27.2857142857143,19,0.0
2021-03-21,39.9427832857143,75.116638,99.1455371428571,18.8571428571429,23.7968897142857,30.7142857142857,6,0.0
2021-03-14,55.0263657142857,83.0803108571428,100.0,18.5714285714286,22.1821425714286,27.5714285714286,6,0.0
2021-03-07,52.3023534285714,82.8401362857143,99.1328242857143,18.7142857142857,21.7141205714286,27.1428571428571,8,0.0
2021-02-28,63.4300025714286,84.9487991428571,97.5868128571429,19.5714285714286,21.9060791428571,25.8571428571429,9,0.0
2021-02-21,61.2358634285714,85.0141462857143,100.0,18.5714285714286,21.2524218571429,26.0,6,0.0
2021-02-14,50.2723622857143,80.211585,99.1455371428571,18.2857142857143,22.4904242857143,28.4285714285714,4,0.0
2021-02-07,62.94413,83.2736085714286,93.3797985714286,18.1428571428571,20.2566114285714,24.2857142857143,3,0.0
2021-01-31,54.6308757142857,80.7722875714286,96.6216171428571,19.7142857142857,23.0833097142857,28.8571428571429,6,0.0
2021-01-24,47.7823561428571,75.3632271428571,94.2837714285714,19.8571428571429,23.7485081428571,29.5714285714286,1,0.0
2021-01-17,47.3887397142857,75.8204958571429,93.3530657142857,20.1428571428571,23.9117257142857,30.1428571428571,5,0.0
2021-01-10,61.0455752857143,84.9976085714286,99.1517885714286,20.5714285714286,22.9865425714286,28.2857142857143,5,0.0
2021-01-03,49.693379,76.6262071428571,93.2407457142857,19.8571428571429,23.1372342857143,29.0,1,0.0
2020-12-27,59.7399625,82.696985,100.0,19.5,21.659091,26.0,2,0.0
2020-12-20,,,,18.9,,,3,0.0
2020-12-13,,,,18.3,,,1,0.0
2020-12-06,,,,17.7,,,0,0.0
2020-11-29,,,,17.1,,,1,0.2
2020-11-22,41.8829715,71.806788,91.9245706666667,16.5,21.312006,28.6666666666667,3,0.0
2020-11-15,59.5007205714286,79.8201598571429,97.3845442857143,16.8571428571429,20.1723365714286,24.7142857142857,1,0.0
2020-11-08,46.5938201428571,79.8356202857143,98.2330542857143,17.0,21.4166161428571,29.0,1,0.0
2020-11-01,49.8283318571429,74.7144935714286,93.7722357142857,12.8571428571429,16.6145905714286,22.4285714285714,3,0.0
2020-10-25,47.4792748571429,75.0121254285714,95.6916757142857,16.7142857142857,20.77061,27.1428571428571,3,0.0
2020-10-18,48.9364001428571,76.8778627142857,91.5498714285714,16.8571428571429,20.3328391428571,26.7142857142857,2,0.0
2020-10-11,50.664159,73.0292822857143,90.57037,14.2857142857143,18.6460005714286,24.8571428571429,2,0.0
2020-10-04,46.498467,75.0539405714286,94.0597142857143,18.2857142857143,22.4842134285714,29.0,0,0.0
2020-09-27,41.7209412857143,66.5055978571429,86.8385317142857,19.4285714285714,23.975014,31.0,3,0.0
2020-09-20,53.7888428571429,78.9982962857143,95.5325042857143,14.4285714285714,18.0937324285714,23.8571428571429,1,0.0
2020-09-13,30.704074,64.0868587142857,87.4157762857143,16.5714285714286,22.0041405714286,29.7142857142857,5,0.0
2020-09-06,29.5620124285714,66.25305,89.9776934285714,17.5714285714286,22.825358,31.2857142857143,3,0.0
2020-08-30,39.0234282857143,70.6663927142857,90.5082685714286,15.7142857142857,20.40599,27.8571428571429,1,0.0
2020-08-23,41.1777171428571,74.4316137142857,97.2226742857143,8.85714285714286,15.2792442857143,23.4285714285714,0,0.0
2020-08-16,75.1480582857143,88.3288057142857,97.3260157142857,13.5714285714286,15.512792,18.1428571428571,1,0.0
2020-08-09,35.5441507142857,67.234805,91.3221514285714,13.2857142857143,19.1413042857143,26.7142857142857,5,0.0
2020-08-02,36.133081,76.6327457142857,100.0,10.4285714285714,15.9164788571429,23.5714285714286,2,0.0
2020-07-26,54.7042961428571,79.08962,96.5074614285714,14.0,17.3290445714286,22.2857142857143,1,0.0
2020-07-19,35.8388832857143,69.0864901428571,97.2649905714286,11.4285714285714,17.9151177142857,26.0,2,0.0
2020-07-12,58.2894661428571,80.0962571428571,96.4948514285714,13.8571428571429,17.3020891428571,22.5714285714286,2,0.0
2020-07-05,49.4520137142857,76.6431625714286,95.6855285714286,13.2857142857143,17.6829671428571,24.1428571428571,9,0.0
2020-06-28,52.7574122857143,78.8078598571429,94.9024955714286,11.1428571428571,14.9672724285714,20.1428571428571,1,0.0
2020-06-21,51.9241464285714,77.1340181428571,95.4964528571429,12.8571428571429,17.3058012857143,23.2857142857143,3,0.0
2020-06-14,53.7263018571429,77.8822592857143,94.6996148571429,14.0,17.8843907142857,23.2857142857143,1,0.4
2020-06-07,47.25532,76.13462,95.665032,16.2857142857143,20.6759837142857,27.1428571428571,3,9.8
2020-05-31,58.6874672857143,82.3043198571429,98.1152582857143,13.4285714285714,17.1803828571429,22.7142857142857,5,7.0
2020-05-24,38.7052752857143,68.2922468571429,89.5208778571429,8.71428571428571,14.2619047142857,21.0,9,0.6000000000000001
2020-05-17,42.8596674285714,77.6794492857143,97.4015934285714,13.4285714285714,18.1920994285714,24.8571428571429,8,1.6
2020-05-10,49.3636891428571,77.5719714285714,95.5593577142857,12.4285714285714,16.7797615714286,23.1428571428571,5,2.2
2020-05-03,45.9871607142857,74.2372992857143,96.5004828571429,12.4285714285714,17.0000001428571,23.0,5,8.6
2020-04-26,39.129194,74.6384291428571,97.3059771428571,14.0,19.2976188571429,26.5714285714286,6,0.6000000000000001
2020-04-19,44.348944,77.731825,96.45943,14.1428571428571,19.0238097142857,25.5714285714286,17,0.4
2020-04-12,54.0419054285714,77.9338727142857,94.73466,15.0,18.7619045714286,24.0,15,0.2
2020-04-05,50.6959967142857,78.1650155714286,95.6280077142857,15.2857142857143,19.1666665714286,24.5714285714286,13,3.4000000000000004
2020-03-29,53.8159097142857,82.2543857142857,100.0,17.7142857142857,21.8273808571429,28.0,10,67.2
2020-03-22,46.7284097142857,78.935032,100.0,14.8571428571429,19.9226191428571,26.4285714285714,15,0.2
2020-03-15,72.5236448571429,89.0811451428571,98.34806,19.8571428571429,21.7498117142857,25.0,23,13.000000000000002
2020-03-08,79.5306664285714,91.4053451428571,100.0,17.4285714285714,19.5719697142857,22.1428571428571,18,4.2
2020-03-01,75.5189592857143,90.0854514285714,100.0,15.8571428571429,18.6305194285714,21.5714285714286,24,9.6
2020-02-23,84.3070121428571,95.0097531428572,100.0,17.7142857142857,19.4523808571429,22.2857142857143,26,93.2
2020-02-16,90.3643028571429,98.276658,100.0,20.1428571428571,21.2077922857143,22.7142857142857,33,88.80000000000001
2020-02-09,91.5506691428571,96.154175,98.278152,18.1428571428571,19.1428571428571,20.1428571428571,29,182.0
2020-02-02,86.3556634285714,97.133117,100.0,20.0,21.2630951428571,24.0,11,89.4
2020-01-26,49.4573235714286,75.3984715714286,98.2577657142857,18.1428571428571,23.6731365714286,30.5714285714286,15,94.4
2020-01-19,66.99249,86.8582365714286,98.2784314285714,17.4285714285714,20.5119048571429,24.8571428571429,11,9.8
2020-01-12,69.8506427142857,89.3765365714286,99.1455371428571,19.2857142857143,22.375,27.0,9,52.2
2020-01-05,63.1012395714286,85.2106834285714,100.0,19.8571428571429,24.0067805714286,29.0,13,64.0
2019-12-29,69.9872786666667,89.6952391666667,100.0,18.3333333333333,21.4375,25.8333333333333,6,93.60000000000002
2019-12-22,85.7027292857143,92.511242,97.4817757142857,18.8571428571429,20.2714285714286,21.7142857142857,3,67.2
2019-12-15,91.0040478571429,95.2167378571429,99.1455371428571,19.7142857142857,20.6809522857143,21.5714285714286,11,6.4
2019-12-08,90.1309414285714,95.85487,100.0,17.5714285714286,18.5857142857143,19.8571428571429,4,57.0
2019-12-01,88.4096928571429,94.1535227142857,97.4254442857143,18.2857142857143,19.0603172857143,19.8571428571429,7,11.8
2019-11-24,87.3351357142857,94.31691,97.3758614285714,16.7142857142857,17.3,18.4285714285714,3,31.2
2019-11-17,83.7366557142857,89.734285,95.7161614285714,17.5714285714286,18.7714285714286,19.7142857142857,5,9.6
2019-11-10,91.5816928571429,96.1816558571429,99.1263634285714,18.1428571428571,19.0238094285714,19.7142857142857,8,21.6
2019-11-03,85.9255712857143,94.0395042857143,99.1517885714286,19.2857142857143,20.2714285714286,21.8571428571429,4,33.8
2019-10-27,76.1894211428571,86.9923085714286,95.7529242857143,19.0,20.8285714285714,22.8571428571429,8,11.0
2019-10-20,89.0296328571429,92.4841407142857,96.5088305714286,16.4285714285714,17.3246754285714,18.5714285714286,11,2.0
2019-10-13,80.0769704285714,88.7780371428571,94.8377085714286,18.7142857142857,19.9350651428571,21.2857142857143,6,0.2
2019-10-06,91.6892634285714,95.7181421428571,98.2590457142857,17.2857142857143,17.974026,18.7142857142857,6,17.400000000000002
2019-09-29,82.1123021428571,91.2138344285714,98.2330542857143,14.8571428571429,16.2493504285714,17.8571428571429,1,0.0
2019-09-22,90.4743385714286,94.0800122857143,97.2924685714286,14.5714285714286,15.116883,15.8571428571429,5,0.8
2019-09-15,81.2328508571429,91.8625702857143,98.2395877142857,17.2857142857143,18.6363637142857,20.8571428571429,12,3.0
2019-09-08,76.1926204285714,86.9206971428571,95.786042,16.7142857142857,18.4675325714286,21.1428571428571,5,0.2
2019-09-01,90.7320514285714,97.9185671428571,100.0,15.2857142857143,15.7350648571429,16.4285714285714,8,77.8
2019-08-25,87.2857857142857,92.9312198571429,97.3681914285714,13.2857142857143,14.5844155714286,16.1428571428571,2,0.0
2019-08-18,79.1616435714286,89.6621955714286,97.2788057142857,13.7142857142857,14.9751082857143,16.5714285714286,5,1.8000000000000005
2019-08-11,84.2634491428571,92.92921,98.1788591428571,12.8571428571429,13.9688311428571,15.5714285714286,8,0.0
2019-08-04,84.7856751428571,94.845582,99.0997914285714,12.4285714285714,13.8051948571429,15.7142857142857,16,0.4
2019-07-28,84.8439942857143,94.54256,99.1132242857143,12.7142857142857,14.212987,16.7142857142857,10,3.6000000000000005
2019-07-21,86.5781485714286,94.1359148571429,100.0,12.1428571428571,14.0311687142857,16.0,9,0.0
2019-07-14,89.60479,96.8294928571429,100.0,9.85714285714286,11.6623375714286,13.5714285714286,12,0.0
2019-07-07,91.0725341428571,98.0764974285714,100.0,7.28571428571429,8.93571435714286,11.2857142857143,13,0.0
2019-06-30,78.4676528571429,90.7116841428571,98.2130914285714,13.4285714285714,15.2584417142857,17.1428571428571,17,0.0
2019-06-23,83.668365,91.7242962857143,98.1927528571428,14.1428571428571,16.2298698571429,17.8571428571429,35,0.0
2019-06-16,89.1356951428571,96.1493064285714,99.1263634285714,13.8571428571429,15.4545451428571,17.4285714285714,46,0.0
2019-06-09,85.3297938571429,96.7995037142857,100.0,12.0,14.120384,17.5714285714286,41,0.0
2019-06-02,95.54302,98.6155107142857,100.0,13.0,14.2467532857143,15.5714285714286,75,0.0
2019-05-26,82.9793184285714,95.0735777142857,100.0,15.5714285714286,17.0389608571429,19.0,101,0.0
2019-05-19,90.7299962857143,96.201728,98.2626371428571,14.0,15.4012988571429,17.5714285714286,153,1.2
2019-05-12,94.9013305714286,98.832635,100.0,17.7142857142857,18.3376625714286,19.1428571428571,168,21.2
2019-05-05,86.4339514285714,95.06466,100.0,17.7142857142857,19.217956,21.1428571428571,176,1.2
2019-04-28,85.6334391428571,95.692584,100.0,18.0,19.2849028571429,21.4285714285714,190,27.6
2019-04-21,83.066608,94.3444571428571,100.0,19.0,20.5590602857143,22.7142857142857,137,38.4
2019-04-14,88.6076305714286,96.06432,100.0,16.5714285714286,18.4877007142857,20.8571428571429,126,22.2
2019-04-07,92.5132428571429,98.3668535714286,100.0,19.0,19.6559522857143,21.0,99,77.0
